app_id,completion_time_mins,household_size,income,docs_with_app,docs_after_app,under18_n,over_59_n,stable_housing,had_interview,zip,approved
2281,8.517419382,2,518,0,5,1,0,TRUE,TRUE,92102,FALSE
2288,4.702901101,1,23,2,0,0,0,TRUE,FALSE,92104,TRUE
2291,3.6755928,1,4,3,0,0,0,TRUE,TRUE,92105,TRUE
2297,11.72230423,2,2717,4,0,0,0,TRUE,TRUE,92117,TRUE
2316,19.63592312,5,1958,0,6,3,0,TRUE,NA,92173,TRUE
2362,7.529758016,2,2082,2,0,0,1,TRUE,NA,92129,FALSE
2379,9.312270749,1,3,0,0,0,0,FALSE,FALSE,92108,TRUE
2402,5.377172351,1,18,0,0,0,0,TRUE,TRUE,92154,TRUE
2413,6.401468766,1,8,0,0,0,0,FALSE,NA,92115,TRUE
2458,4.972132536,1,1430,2,3,0,0,TRUE,NA,92115,FALSE
2482,6.481166101,1,16,0,0,0,0,FALSE,FALSE,92126,TRUE
2545,22.449105,2,1521,0,2,0,0,TRUE,TRUE,92154,FALSE
2559,35.62523852,1,20,1,1,0,0,TRUE,FALSE,92105,TRUE
2568,7.799464118,5,1989,0,2,3,0,TRUE,NA,92113,TRUE
2653,10.88877773,5,3042,0,0,3,0,TRUE,NA,92105,TRUE
2654,4.58204455,4,1497,0,0,2,0,TRUE,TRUE,92124,TRUE
2656,26.65086818,3,961,0,0,0,0,TRUE,FALSE,92105,FALSE
2684,17.03143905,3,2019,0,4,2,0,TRUE,NA,92114,FALSE
2708,5.626800017,1,13,1,0,0,0,TRUE,NA,92109,TRUE
2746,10.9446782,3,3373,10,0,2,0,TRUE,TRUE,92111,FALSE
2780,9.442623949,1,23,1,0,0,0,TRUE,FALSE,92120,FALSE
2808,18.77126081,1,1949,0,0,0,0,TRUE,NA,92101,FALSE
2811,16.39502265,5,1918,0,0,3,0,TRUE,NA,92139,TRUE
2883,4.324931931,1,2,3,2,0,0,TRUE,FALSE,92104,TRUE
2890,13.97590427,3,3255,0,5,2,0,FALSE,NA,92173,FALSE
3002,22.7900924,5,4195,13,0,3,0,TRUE,NA,92154,FALSE
3047,9.081065949,2,1808,0,0,0,0,TRUE,NA,92104,FALSE
3130,24.02245739,2,666,0,0,0,1,TRUE,NA,92105,FALSE
3250,8.703308717,1,169,0,9,0,0,FALSE,FALSE,92115,TRUE
3251,12.99632647,1,216,1,0,0,0,FALSE,NA,92120,TRUE
3305,9.520621065,1,615,0,0,0,0,TRUE,NA,92129,TRUE
3310,17.70261543,3,2728,6,0,2,0,TRUE,NA,92109,TRUE
3316,9.921599897,4,2410,0,0,2,0,TRUE,NA,92105,TRUE
3327,65.5460399,2,1558,0,0,1,0,TRUE,NA,92154,FALSE
3365,17.12006025,1,6,0,0,0,1,TRUE,TRUE,92126,TRUE
3405,11.54941128,1,23,1,0,0,0,TRUE,FALSE,92105,FALSE
3413,17.66171353,1,1214,7,3,0,0,TRUE,NA,92101,TRUE
3428,14.29725208,2,635,2,0,1,0,TRUE,FALSE,92173,TRUE
3430,8.338526781,3,1347,2,0,0,2,TRUE,NA,92105,FALSE
3505,11.20503057,1,10,2,0,0,0,FALSE,NA,92105,TRUE
3532,4.868939269,1,1913,0,0,0,0,TRUE,FALSE,92139,FALSE
3582,30.1788102,6,1366,0,0,2,0,TRUE,FALSE,92113,FALSE
3583,29.43183873,4,1507,8,2,2,0,TRUE,FALSE,92173,TRUE
3591,19.61644742,1,6,0,0,0,0,TRUE,FALSE,92113,FALSE
3601,7.323451451,1,1667,0,1,0,0,TRUE,NA,92101,TRUE
3700,9.528603216,3,1574,0,0,1,0,TRUE,FALSE,92115,FALSE
3714,10.71435653,5,1523,0,0,4,0,TRUE,FALSE,92114,TRUE
3722,7.677338835,1,16,2,0,0,0,FALSE,TRUE,92102,TRUE
3743,10.39676985,4,2296,0,0,1,0,TRUE,NA,92114,TRUE
3744,8.037221734,1,1441,4,2,0,1,TRUE,NA,92119,TRUE
3747,6.735059349,1,2,1,0,0,0,TRUE,NA,92115,TRUE
3823,16.92938445,2,2020,2,0,0,1,TRUE,FALSE,92103,FALSE
3847,11.1129179,1,416,1,0,0,0,FALSE,TRUE,92105,TRUE
3867,6.120913768,3,18,2,3,1,0,TRUE,TRUE,92117,TRUE
3933,22.76895421,4,3131,1,0,2,0,TRUE,NA,92124,FALSE
3940,6.008981518,1,19,1,0,0,0,TRUE,NA,92111,TRUE
3973,8.379263234,1,14,2,0,0,0,TRUE,NA,92102,TRUE
4008,9.287002051,1,1704,0,0,0,1,TRUE,NA,92103,FALSE
4016,38.47631617,4,1846,0,4,1,0,TRUE,NA,92124,FALSE
4049,10.45155981,3,3117,0,6,2,0,TRUE,FALSE,92154,FALSE
4108,9.852073781,1,2668,0,0,0,0,TRUE,TRUE,92105,FALSE
4121,12.75677354,1,16,0,3,0,0,FALSE,NA,92104,FALSE
4127,6.59571145,2,2823,6,1,1,0,TRUE,NA,92119,FALSE
4220,7.335151132,1,6,0,1,0,0,TRUE,TRUE,92111,TRUE
4282,8.202636516,1,1454,8,0,0,0,TRUE,FALSE,92107,TRUE
4310,3.947821081,1,18,1,0,0,0,TRUE,FALSE,92154,TRUE
4315,3.690811968,1,15,0,1,0,0,FALSE,NA,92115,FALSE
4346,13.00476355,1,601,1,1,0,0,FALSE,NA,92101,FALSE
4392,6.556573085,1,14,1,0,0,0,FALSE,TRUE,92114,TRUE
4402,12.075006,1,1148,1,0,0,0,TRUE,NA,92126,FALSE
4419,3.170744503,1,16,0,0,0,0,FALSE,NA,92113,TRUE
4421,6.609138966,1,1308,3,4,0,0,FALSE,FALSE,92173,TRUE
4482,114.5253453,2,1861,0,4,1,0,TRUE,FALSE,92105,TRUE
4483,10.90904805,4,2803,5,0,2,0,TRUE,FALSE,92114,FALSE
4514,6.402666783,1,21,1,0,0,0,FALSE,TRUE,92109,TRUE
4569,10.43611463,1,9,1,0,0,0,FALSE,FALSE,92109,FALSE
4581,17.76371412,4,2897,0,3,2,0,TRUE,FALSE,92105,FALSE
4597,7.023964401,3,4576,0,0,1,0,TRUE,NA,92128,FALSE
4617,5.08357995,1,16,1,0,0,0,FALSE,NA,92101,FALSE
4707,19.64693647,3,2008,0,4,1,0,TRUE,FALSE,92173,FALSE
4722,697.9463175,1,18,1,0,0,0,FALSE,NA,92111,FALSE
4804,28.12350198,1,2695,7,0,0,1,TRUE,NA,92104,FALSE
4907,11.67615568,1,826,3,0,0,0,TRUE,NA,92114,FALSE
4929,6.557081183,1,20,1,1,0,0,FALSE,FALSE,92110,TRUE
4958,9.359931,1,1320,4,0,0,0,TRUE,NA,92116,FALSE
4986,9.486184084,1,1495,0,2,0,0,TRUE,TRUE,92105,TRUE
5006,22.89539037,2,1820,2,1,1,0,TRUE,NA,92154,TRUE
5048,11.74350797,5,20,5,0,4,0,TRUE,NA,92154,TRUE
5098,7.520281132,2,748,0,0,1,0,FALSE,FALSE,92113,TRUE
5079,12.27203738,1,1024,2,0,0,0,FALSE,TRUE,92101,FALSE
5080,6.4371876,1,2,2,1,0,0,TRUE,TRUE,92102,TRUE
5109,6.820671999,3,10,0,0,2,0,FALSE,NA,92173,FALSE
5234,7.804689217,1,3,5,0,0,0,TRUE,NA,92102,TRUE
5245,6.518520633,1,20,1,0,0,0,TRUE,FALSE,92109,TRUE
5246,21.48262073,4,2101,0,3,2,0,TRUE,TRUE,92113,TRUE
5289,8.617392433,2,204,0,3,1,0,FALSE,FALSE,92115,TRUE
5291,24.9877508,2,23,5,0,1,0,FALSE,NA,92104,TRUE
5322,14.28989203,1,2281,0,0,0,0,TRUE,NA,92129,FALSE
5367,6.580755766,1,20,1,0,0,0,FALSE,NA,92111,TRUE
5395,10.44681958,4,2,0,7,2,0,TRUE,NA,92173,TRUE
5405,2.852529999,1,13,1,1,0,0,TRUE,NA,92114,TRUE
5486,95.4487662,1,1678,0,0,0,0,FALSE,NA,92101,FALSE
5500,18.613298,1,977,0,0,0,1,TRUE,NA,92102,TRUE
5553,21.47052225,2,1,0,0,0,0,FALSE,FALSE,92123,FALSE
5567,10.39195222,2,24,0,0,1,0,TRUE,FALSE,92102,TRUE
5570,9.0630469,1,14,1,0,0,0,FALSE,NA,92154,TRUE
5626,4.074051034,1,1808,3,0,0,0,TRUE,NA,92108,FALSE
5665,21.11041824,5,2631,0,0,2,0,TRUE,NA,92114,FALSE
5668,14.20578018,1,1512,3,0,0,0,FALSE,NA,92139,TRUE
5732,6.937454335,2,1854,2,0,0,0,TRUE,FALSE,92173,TRUE
5747,11.98150852,1,956,0,2,0,0,TRUE,FALSE,92111,FALSE
5756,14.4812889,1,3046,0,0,0,0,FALSE,NA,92105,FALSE
5835,3.5658119,1,4,0,0,0,0,FALSE,NA,92117,TRUE
5851,7.813226247,1,4,1,0,0,0,FALSE,NA,92101,TRUE
5897,11.86814328,1,2,1,0,0,0,FALSE,FALSE,92109,TRUE
5928,4.954415917,1,2,2,0,0,0,TRUE,TRUE,92117,TRUE
5984,5.705190619,1,503,0,0,0,0,FALSE,TRUE,92128,TRUE
6051,11.390818,1,4,0,0,0,0,FALSE,TRUE,92109,TRUE
6115,10.78499428,1,17,0,1,0,0,TRUE,FALSE,92129,TRUE
6161,8.348761769,1,637,3,6,0,0,TRUE,NA,92116,TRUE
6198,4.914878897,1,0,1,1,0,0,FALSE,TRUE,92122,FALSE
6278,9.270982599,3,8,0,0,1,0,FALSE,FALSE,92113,TRUE
6314,22.23169833,1,1524,0,0,0,0,TRUE,NA,92126,FALSE
6325,18.83745828,1,2358,1,3,0,0,TRUE,NA,92117,FALSE
6326,8.48154217,1,12,0,0,0,0,FALSE,NA,92120,TRUE
6343,642.3295704,3,2605,0,0,1,0,TRUE,FALSE,92113,FALSE
6350,5.854786785,2,2487,0,0,1,0,TRUE,NA,92102,FALSE
6356,10.06205085,4,2108,0,29,2,0,TRUE,TRUE,92114,TRUE
6511,7.643224482,4,2902,0,0,2,0,TRUE,NA,92115,TRUE
6516,9.14129535,1,689,5,0,0,0,TRUE,TRUE,92122,TRUE
6550,16.4690421,3,2319,0,0,2,0,TRUE,FALSE,92107,FALSE
6600,8.804252251,4,2252,2,0,2,0,TRUE,TRUE,92120,TRUE
6628,7.778230818,2,5,0,0,1,0,FALSE,NA,92102,TRUE
6679,17.9239638,1,21,0,0,0,0,FALSE,NA,92102,FALSE
6685,9.964881484,4,2460,0,0,3,0,TRUE,TRUE,92123,FALSE
6704,9.285113617,1,2183,0,0,0,0,FALSE,FALSE,92113,FALSE
6710,19.0589652,2,15,0,0,0,0,FALSE,TRUE,92107,FALSE
6727,7.2557157,1,1531,2,0,0,0,TRUE,NA,92105,TRUE
6729,14.22728655,1,13,0,4,0,0,TRUE,TRUE,92107,FALSE
6836,11.20860445,1,13,0,0,0,0,FALSE,FALSE,92104,TRUE
6840,8.558048217,1,4,2,0,0,0,FALSE,TRUE,92105,FALSE
6855,17.21958258,1,15,1,0,0,0,FALSE,TRUE,92114,TRUE
6891,20.38266345,1,767,3,0,0,0,TRUE,FALSE,92119,TRUE
6920,10.90328668,3,1593,5,0,2,0,FALSE,FALSE,92115,FALSE
6924,10.81866237,1,5,1,0,0,0,FALSE,TRUE,92101,TRUE
6931,12.10285975,1,8,1,0,0,0,FALSE,FALSE,92102,TRUE
6969,9.571443049,3,31,0,0,1,0,FALSE,FALSE,92119,FALSE
6988,11.76961337,1,630,3,0,0,0,TRUE,TRUE,92107,TRUE
6992,9.786806484,1,2,0,0,0,0,TRUE,NA,92123,FALSE
7068,31.86661562,3,1746,6,0,0,1,TRUE,NA,92102,TRUE
7191,16.94095712,3,2843,10,0,2,0,TRUE,NA,92102,FALSE
7238,14.33605024,1,12,0,0,0,0,FALSE,NA,92107,FALSE
7276,7.952781284,1,11,1,0,0,0,FALSE,TRUE,92105,TRUE
7298,4.615743013,2,403,0,5,1,0,TRUE,FALSE,92110,TRUE
7322,6.729466514,1,8,0,0,0,0,FALSE,NA,92101,TRUE
7323,4.839304614,2,2268,0,0,0,0,TRUE,TRUE,92105,FALSE
7338,8.301334782,1,21,0,0,0,0,TRUE,TRUE,92115,FALSE
7351,11.19886924,3,1339,0,2,2,0,FALSE,NA,92126,TRUE
7366,3.937140417,1,13,0,0,0,0,TRUE,TRUE,92105,FALSE
7388,5.433040019,1,1309,0,0,0,0,TRUE,NA,92101,FALSE
7399,20.5557325,4,1881,0,3,3,0,TRUE,NA,92114,TRUE
7404,16.36106552,3,1926,6,2,1,0,TRUE,FALSE,92105,FALSE
7426,4.088156434,2,2006,0,0,0,0,TRUE,NA,92110,FALSE
7448,14.8303349,1,437,1,0,0,0,FALSE,FALSE,92105,TRUE
7460,12.81743533,1,986,0,5,0,0,TRUE,NA,92115,FALSE
7506,8.960361532,1,7,0,0,0,0,FALSE,NA,92154,TRUE
7553,13.63759664,1,2524,2,15,0,0,FALSE,NA,92127,FALSE
7576,7.609613232,1,12,1,1,0,0,TRUE,NA,92107,TRUE
7603,23.86816143,6,19,0,0,5,0,FALSE,NA,92111,TRUE
7613,49.53248856,1,1953,7,6,0,0,FALSE,TRUE,92114,TRUE
7625,12.10552973,5,696,0,0,2,0,FALSE,NA,92114,FALSE
7648,9.236358515,1,23,0,0,0,0,FALSE,NA,92105,TRUE
7659,21.2951094,4,3,0,0,3,0,FALSE,NA,92108,FALSE
7670,16.0011541,1,918,8,0,0,0,TRUE,TRUE,92110,TRUE
7701,3.6071135,1,22,1,1,0,0,TRUE,TRUE,92109,TRUE
7784,5.572119351,1,1697,0,0,0,0,TRUE,FALSE,92102,FALSE
7807,45.42696879,4,6,0,0,3,0,FALSE,FALSE,92116,TRUE
7816,6.684934131,1,18,1,0,0,0,FALSE,TRUE,92105,TRUE
7826,10.37061298,3,24,1,0,0,1,FALSE,NA,92114,TRUE
7835,7.729204917,1,815,0,3,0,0,TRUE,TRUE,92105,TRUE
7838,10.75278408,5,22,3,0,3,0,TRUE,NA,92123,TRUE
7986,11.69627573,1,994,1,0,0,1,TRUE,NA,92113,FALSE
7987,13.69401985,1,1778,0,0,0,1,TRUE,NA,92119,TRUE
8101,41.53665947,3,3713,0,0,1,0,TRUE,NA,92154,FALSE
8155,42.38879342,1,940,0,0,0,1,FALSE,TRUE,92117,FALSE
8249,3.368200866,1,1964,7,0,0,0,TRUE,NA,92115,TRUE
8266,7.692666117,1,1507,0,0,0,0,TRUE,NA,92117,FALSE
8281,9.894895053,1,1274,0,1,0,0,TRUE,FALSE,92117,TRUE
8293,12.11031405,1,5,1,0,0,0,FALSE,NA,92105,FALSE
8303,22.76860023,1,6,2,0,0,0,TRUE,TRUE,92109,TRUE
8336,5.003793633,1,15,1,1,0,0,FALSE,NA,92103,FALSE
8404,8.132677817,1,3,0,0,0,0,FALSE,NA,92102,TRUE
8426,5.653628365,1,8,1,0,0,0,FALSE,NA,92154,FALSE
8433,18.71019637,3,15,0,0,1,0,FALSE,TRUE,92108,TRUE
8455,12.14360512,1,1802,0,0,0,0,FALSE,TRUE,92114,FALSE
8472,19.61005432,2,1029,0,0,0,2,TRUE,NA,92113,TRUE
8506,6.799052449,1,1832,0,0,0,0,TRUE,NA,92109,FALSE
8529,260.2386354,3,2837,6,0,2,0,TRUE,FALSE,92105,FALSE
8533,14.7321813,1,2003,2,0,0,0,TRUE,TRUE,92102,TRUE
8549,8.927428202,1,20,1,0,0,0,FALSE,FALSE,92115,FALSE
8554,16.43571973,1,6,1,0,0,0,FALSE,TRUE,92111,TRUE
8595,4.656792931,2,1806,0,0,0,0,TRUE,NA,92109,FALSE
8607,8.009866798,1,5,1,0,0,0,FALSE,NA,92109,TRUE
8632,8.34360735,1,16,2,0,0,0,FALSE,NA,92104,FALSE
8633,5.943397435,2,14,2,0,1,0,TRUE,NA,92116,TRUE
8667,9.967254933,1,2,0,0,0,0,FALSE,TRUE,92154,TRUE
8682,11.17603813,3,3013,0,0,1,0,TRUE,NA,92113,FALSE
8706,7.063257432,1,22,1,0,0,0,FALSE,TRUE,92111,TRUE
8723,15.0956949,1,8,0,0,0,0,FALSE,TRUE,92101,TRUE
8781,6.621442934,1,818,0,0,0,0,TRUE,NA,92109,FALSE
8880,11.85023167,1,800,1,1,0,0,TRUE,NA,92103,FALSE
8924,17.06780408,4,2859,11,9,3,0,TRUE,NA,92115,FALSE
8963,6.714571949,1,929,1,0,0,0,TRUE,NA,92104,FALSE
8971,13.49062975,2,20,1,0,0,1,FALSE,TRUE,92117,TRUE
9006,5.981251268,1,19,1,1,0,0,FALSE,NA,92105,TRUE
9031,156.5584273,5,2253,0,0,4,0,TRUE,TRUE,92102,TRUE
9040,102.3479806,1,9,1,0,0,0,FALSE,TRUE,92105,TRUE
9042,12.43717297,2,24,0,0,0,0,FALSE,NA,92173,FALSE
9103,10.04469256,1,1574,2,0,0,0,TRUE,TRUE,92115,TRUE
9113,6.988655698,1,9,1,0,0,0,FALSE,NA,92105,TRUE
9179,21.28193407,4,1110,10,0,3,0,TRUE,TRUE,92115,TRUE
9181,6.856350601,1,1206,0,4,0,0,TRUE,TRUE,92101,TRUE
9269,8.303151985,1,916,4,0,0,0,FALSE,NA,92154,TRUE
9295,20.94092236,1,17,0,4,0,1,TRUE,TRUE,92115,TRUE
9303,14.70176662,3,1792,0,0,2,0,FALSE,NA,92173,FALSE
9425,16.26787742,2,796,4,0,0,2,TRUE,NA,92108,TRUE
9444,50.83623675,3,3692,1,7,1,0,TRUE,NA,92113,FALSE
9502,10.06194,6,2045,1,2,4,0,TRUE,TRUE,92124,FALSE
9561,3.205331516,1,17,3,0,0,0,TRUE,NA,92126,FALSE
9594,4.999955916,1,3,0,0,0,0,FALSE,NA,92111,TRUE
9629,13.65346227,1,1787,5,0,0,0,TRUE,FALSE,92105,FALSE
9664,6.376274733,1,19,0,0,0,0,FALSE,NA,92117,FALSE
9684,8.214551783,1,10,0,0,0,0,FALSE,NA,92117,FALSE
9704,4.76106478,1,11,2,0,0,0,TRUE,TRUE,92116,FALSE
9771,13.55052333,3,1866,0,2,2,0,TRUE,TRUE,92116,FALSE
9785,10.00282516,3,1201,4,0,2,0,TRUE,NA,92154,FALSE
9801,9.375216583,1,1216,3,0,0,0,TRUE,TRUE,92115,TRUE
9807,5.667635401,1,7,3,2,0,0,TRUE,TRUE,92104,TRUE
9829,19.61537484,2,3276,0,4,0,0,TRUE,NA,92109,FALSE
9870,5.435167301,1,1635,1,0,0,0,TRUE,NA,92119,TRUE
9872,8.722494666,1,11,2,0,0,0,FALSE,TRUE,92102,TRUE
9874,7.115473799,1,1523,1,1,0,0,FALSE,NA,92126,FALSE
9889,119.1274954,1,1,1,0,0,0,FALSE,NA,92114,FALSE
9919,26.76923882,2,2618,0,1,0,0,TRUE,NA,92122,TRUE
9949,6.1888569,1,12,3,0,0,0,TRUE,TRUE,92104,TRUE
9975,13.19300369,1,203,1,2,0,0,FALSE,FALSE,92115,FALSE
9996,4.173928086,1,13,0,0,0,0,TRUE,FALSE,92122,FALSE
10007,7.770682303,2,2101,4,0,1,0,FALSE,FALSE,92154,FALSE
10017,11.70845707,1,656,0,0,0,0,FALSE,NA,92104,FALSE
10076,7.613449764,1,1431,0,0,0,0,TRUE,NA,92103,FALSE
10107,12.37042818,1,0,0,0,0,0,TRUE,NA,92105,FALSE
10148,4.023353998,1,13,0,0,0,0,FALSE,NA,92101,TRUE
10120,10.3046598,2,5,3,2,1,0,TRUE,TRUE,92113,TRUE
10141,10.5350945,1,18,0,0,0,0,FALSE,TRUE,92101,TRUE
10180,16.35604672,4,1648,0,0,0,2,TRUE,NA,92113,FALSE
10216,14.98417827,1,1,0,0,0,0,FALSE,FALSE,92105,TRUE
10324,45.1864311,3,852,0,0,2,0,FALSE,FALSE,92154,FALSE
10331,11.36770142,5,3610,0,0,4,0,TRUE,NA,92102,FALSE
10396,11.37338185,1,16,4,0,0,0,TRUE,TRUE,92107,TRUE
10424,10.46616096,1,1209,0,10,0,0,TRUE,TRUE,92123,TRUE
10426,12.43713525,5,21,6,3,3,0,FALSE,TRUE,92113,TRUE
10443,11.92941988,1,687,0,0,0,1,TRUE,NA,92173,TRUE
10470,14.12210588,1,1025,0,6,0,0,TRUE,NA,92103,TRUE
10494,14.37039178,5,2419,0,2,3,0,TRUE,TRUE,92102,FALSE
10500,12.04001917,2,23,0,0,0,0,FALSE,NA,92139,TRUE
10510,5.378779217,1,5,1,0,0,0,FALSE,FALSE,92105,FALSE
10535,39.50234228,4,1067,16,0,1,1,TRUE,NA,92114,FALSE
10536,22.24780665,5,4213,7,0,3,0,TRUE,TRUE,92154,FALSE
10592,12.03304534,7,5,0,0,4,0,TRUE,NA,92102,FALSE
10641,22.75403564,1,19,1,0,0,0,FALSE,FALSE,92101,TRUE
10689,14.34066027,3,2815,4,0,1,0,TRUE,TRUE,92117,FALSE
10703,15.04892552,1,812,5,0,0,0,TRUE,FALSE,92173,TRUE
10767,8.803557932,1,9,0,4,0,0,FALSE,FALSE,92115,TRUE
10780,4.790806365,1,261,0,0,0,0,TRUE,TRUE,92105,TRUE
10906,13.50156422,1,4,2,0,0,0,FALSE,NA,92127,TRUE
10933,7.60520585,1,1703,0,0,0,0,TRUE,NA,92117,FALSE
10971,14.3456261,6,3929,0,0,3,0,TRUE,NA,92114,FALSE
10974,175.164877,1,1685,0,0,0,0,FALSE,NA,92114,FALSE
11005,5.6695756,2,12,0,0,0,0,FALSE,TRUE,92117,FALSE
11040,25.40419197,1,717,0,0,0,0,TRUE,NA,92117,TRUE
11053,8.517188652,2,1908,4,0,0,0,FALSE,TRUE,92114,TRUE
11078,10.00070538,1,1064,6,0,0,0,TRUE,NA,92109,TRUE
11180,6.347783585,1,4,0,0,0,0,FALSE,NA,92113,TRUE
11212,6.466379337,3,687,0,0,1,0,TRUE,NA,92104,TRUE
11234,7.844982151,2,2003,0,0,0,0,TRUE,NA,92102,TRUE
11239,6.348000717,1,25,1,0,0,0,FALSE,NA,92115,FALSE
11240,15.44344473,1,755,0,0,0,0,FALSE,NA,92114,FALSE
11314,5.186966884,1,17,1,0,0,0,TRUE,NA,92115,TRUE
11346,12.92870252,1,1434,0,0,0,0,TRUE,FALSE,92105,FALSE
11347,10.25937255,1,1802,0,0,0,0,TRUE,NA,92102,FALSE
11388,15.14823147,1,2125,1,0,0,0,FALSE,NA,92115,FALSE
11407,11.92109927,3,807,0,0,0,0,TRUE,FALSE,92101,FALSE
11451,19.12872496,5,1410,9,0,4,0,TRUE,FALSE,92105,TRUE
11491,18.79611348,1,16,0,0,0,0,FALSE,TRUE,92139,TRUE
